EcommerceSite,Rating,Recommends,Reviews,ReviewId
Coucoo.com,1,0%,(3 Votes),925589183
Metropolitandecor.com,5,100%,(1 Vote),925111685
kyazoonga.com,1.16,5%,(226 Votes),925107182
Themobilestore.in,1.66,18%,"(1,046 Votes)",925104035
Shop.in.com,1,1%,(8 Votes),925103998
Infibeam.com,1.64,18%,"(14,244 Votes)",925103709
Ebay.com,2.11,31%,"(17,573 Votes)",925103371
Bidfriends.com,2.5,50%,(2 Votes),925102658
0 5days.net,3.63,63%,(4 Votes),925102645
Bangaloreonlineflorists.com,1.12,5%,(713 Votes),925102625
chennaibazaar.com,2.5,50%,(2 Votes),925094869
Open2save.in,1,0%,(3 Votes),925090698
Buymangoes.com,1,1%,(1 Vote),925090697
Zoomin.com,2.71,46%,"(2,212 Votes)",925085549
Naaptol.com,4.12,63%,"(31,485 Votes)",925080356
NiceShop4u.com,4.22,89%,(9 Votes),925080335
Bookshopofindia.com,3.23,64%,(666 Votes),925077561
Dilsebol.com,4.5,100%,(2 Votes),925076669
Indiafloristnetwork.com,1.33,12%,(916 Votes),925076114
RecycleInMe.com,4,100%,(1 Vote),925075390
Bookmyshow.com,3.5,74%,"(16,658 Votes)",925075364
Efybonanza.com,4,100%,(1 Vote),925075281
Orchidsnroses.com,1.05,3%,(273 Votes),925071323
Floraindia.com,1.85,23%,"(4,078 Votes)",925071310
Homeshop18.com,2.36,39%,"(27,311 Votes)",925071308
Trijewels.com,2.5,50%,(2 Votes),925069973
Picsquare.com,2.36,38%,(345 Votes),925069917
Bangoes.com,2.14,43%,(7 Votes),925062559
Univercell.in,1.56,17%,(832 Votes),925053698
Tellyourprice.indiatimes.com,1.2,10%,(10 Votes),925052009
Sears.com,1.47,12%,(416 Votes),925048363
Candlewic.com,2,33%,(9 Votes),925048361
Spiritcrafts.com,5,100%,(1 Vote),925048360
Ferns N Petals,1.9,25%,"(20,712 Votes)",925048279
Overstock.com,2.33,33%,(6 Votes),925047717
Shopping.Rediff.com,1.42,12%,"(12,045 Votes)",925047546
IndiaPlaza.com,1.35,15%,"(8,489 Votes)",925047490
UncommonGoods.com,2.67,50%,(3 Votes),925046687
Tshirt.in,3.42,73%,"(1,724 Votes)",925043949
Qvc.com,3.33,67%,(3 Votes),925043687
IndiaTodayBookClub.com,1.26,7%,(702 Votes),925043367
Upromise.com,5,100%,(2 Votes),925042714
Shop.Usps.com,5,100%,(1 Vote),925042492
Pizzahut.com,3.01,59%,"(1,034 Votes)",925042416
Black - Thunder - Systems.co.uk,5,100%,(1 Vote),925040939
Granth.com,4,100%,(3 Votes),925040514
Target.com,3.29,71%,(7 Votes),925040223
Ebags.com,3,50%,(2 Votes),925039866
Gap.com,2.8,60%,(5 Votes),925039863
iOffer.com,1.78,21%,"(3,163 Votes)",925039167
Cabelas.com,3,50%,(2 Votes),925039043
OutdoorDecor.com,1,0%,(1 Vote),925038985
BathandBodyWorks.com,3.75,75%,(238 Votes),925038892
BarnesAndNoble.com,2.5,50%,(4 Votes),925038868
TheHungerSite.com,4,100%,(1 Vote),925038863
WalGreens.com,4.8,100%,(5 Votes),925038720
Walmart.com,2.95,58%,(226 Votes),925038176
Planetm.co.in,2,33%,(155 Votes),925037374
Blair.com,3,50%,(2 Votes),925037366
OnebookStreet.com,3.83,100%,(6 Votes),925036812
ToySrus.com,2.33,33%,(3 Votes),925036800
VikingOffice.com,4.33,100%,(3 Votes),925036775
OfficeDepot.com,3.5,50%,(2 Votes),925036774
Store.Apple.com,4.21,86%,"(1,153 Votes)",925036006
VisitorFriendly.com,4,100%,(2 Votes),925036000
Crucial.com,3,50%,(2 Votes),925035998
HomeDepot.com,2.8,40%,(5 Votes),925035925
Bol.com,4,100%,(1 Vote),925035822
HungerSite.com,5,100%,(2 Votes),925035643
iPoints.com,3.25,50%,(4 Votes),925034052
Tescodirect.com,2.33,33%,(6 Votes),925027822
Half.com,2.14,31%,(345 Votes),925022665
UpTownMart.com,4,100%,(1 Vote),925007254
ArchiesOnline.com,1.65,19%,"(2,521 Votes)",925007131
Ebay.in,2.09,30%,"(37,311 Votes)",925000567
IndiaMart.com,1.76,23%,"(5,850 Votes)",925000541
IndiaShop.com,2,36%,(166 Votes),925000500
FabMart.com (Old),3.11,60%,(666 Votes),925000499
BuyAsOne.com,1.25,8%,(143 Votes),925000495
Amazon.com,3.42,71%,"(28,643 Votes)",925000493
Whaaky.com,2.39,42%,"(14,815 Votes)",925702789
Pynkvilla.com,1,0%,(1 Vote),925964461
Desertvila.com,1,0%,(1 Vote),925963655
Mobyle.in,1,0%,(3 Votes),925953215
Closetoncloud.com,4,100%,(3 Votes),925953102
Watchodaddy.in,3.5,78%,(155 Votes),925946101
Shoppanda.in,1.33,0%,(3 Votes),925945610
Choicemantra.com,1,0%,(3 Votes),925945602
Zookr.in,2.46,46%,"(2,033 Votes)",925945074
Punayaa.com,1.04,1%,(880 Votes),925944211
Mobichem.com,1,0%,(2 Votes),925943434
Shop9x.com,0,0%,(0 Votes),925941652
CodesCity.com,1,0%,(2 Votes),925935429
Dutyfreeshop.in,0,0%,(0 Votes),925934928
Xank.in,1.22,6%,(392 Votes),925934009
Sneakersfansno.win,1.17,0%,(6 Votes),925933524
Triviyaa.com,1,0%,(4 Votes),925933407
Cazydeal.com,1.67,17%,(6 Votes),925931989
Makeupsea.com,1,0%,(1 Vote),925930156
Worldshoppie.com,1.5,0%,(2 Votes),925930150
Shopkio.com,1.65,23%,"(1,082 Votes)",925923059
Kartbag.com,1.61,15%,(416 Votes),925917295
Dealzkart.com,1.22,4%,(939 Votes),925914775
Shopeholic.in,1.63,20%,(476 Votes),925907075
Kitchenempire.in,3.75,90%,(250 Votes),925904311
Shoper.in,2.13,31%,(190 Votes),925895187
Zoniic.com,1.49,16%,(440 Votes),925892466
Joharishop.com,3.89,89%,(214 Votes),925892388
Dealsamzon.com,1.52,12%,(392 Votes),925888375
Getdirect.in,3.41,71%,(202 Votes),925881233
Thedenimstory.com,1.43,14%,(7 Votes),925872535
Lenstry.com,2,28%,(214 Votes),925872285
Buynewdeals.com,3,50%,(6 Votes),925871849
Grablon.com,1,0%,(238 Votes),925871848
Dhamaalshop.com,1.29,7%,(166 Votes),925871847
Aryagifts.com,3.5,63%,(8 Votes),925868382
Vilara.com,1.18,9%,(131 Votes),925864866
Casioindiashop.com,2.72,68%,(131 Votes),925862139
Urjakart.com,2.46,46%,(440 Votes),925861260
Finomena.com,1.78,26%,(285 Votes),925860232
Gobazaar.com,2.25,25%,(4 Votes),925840733
Replicawatchvilla.com,2.86,57%,(7 Votes),925840657
Bangaloreflowersgifts.com,1.17,0%,(6 Votes),925840561
Esahiba.com,1,0%,(1 Vote),925840484
Emioption.com,1,0%,(2 Votes),925840436
Onceuponatrunk.com,2.5,50%,(2 Votes),925840251
Wishnbuy.com,2.4,40%,(5 Votes),925840225
24x7fresh.in,1,0%,(4 Votes),925839927
Rimyrah.com,1.6,20%,(5 Votes),925839788
Grocermax.com,1,0%,(6 Votes),925838967
Shoppingdil.com,2.42,50%,(155 Votes),925838962
Trendybharat.com,3.24,68%,(452 Votes),925834144
Lensclues.com,1.67,17%,(6 Votes),925829119
Fabledeal.com,3.71,71%,(7 Votes),925827322
Uttamvastra.com,1.08,0%,(155 Votes),925826652
Zotezo.com,1.33,13%,(737 Votes),925825089
GetSetLo.com,4,100%,(4 Votes),925807237
MonsterUncle.com,1,0%,(2 Votes),925805095
Overcart.com,2.38,46%,(809 Votes),925795871
Shopalike.in,2.86,43%,(7 Votes),925775626
Homekart.com,2.5,50%,(6 Votes),925757832
Fastticket.in,3.75,75%,(5 Votes),925754375
FeelinWow.com,3.67,67%,(3 Votes),925753905
Ordervenue.com,1.06,1%,(214 Votes),925742964
Shop2Grab.com,2.75,40%,(143 Votes),925740449
MosKart.com,2.47,44%,(214 Votes),925740306
Greencart.in,2.8,60%,(5 Votes),925739614
Kindercart.com,2.11,33%,(9 Votes),925738616
24ShoppingBazzar.com,2.5,50%,(2 Votes),925738544
Jewelsouk.com,2.06,35%,(202 Votes),925738532
Boxight.com,1,0%,(2 Votes),925738527
Pumpkart.com,3.25,50%,(4 Votes),925738493
Perniapopupshop.com,2,33%,(6 Votes),925738221
Ethnicstation.com,4,100%,(2 Votes),925738047
RunBus.in,2.3,70%,(9 Votes),925733409
Emibazaar.com,1.1,0%,(10 Votes),925733196
Mebelkart.com,1.44,15%,"(1,070 Votes)",925732972
Cashback365.in,4,100%,(1 Vote),925728624
Wooodeals.com,1.63,15%,(190 Votes),925725963
Montecarlocollections.com,3.29,71%,(7 Votes),925723478
Nexcon.in,3.92,67%,(6 Votes),925703943
Fishnfresh.com,1.33,0%,(3 Votes),925703456
Xteas.com,5,100%,(1 Vote),925703435
Shopcart18.com,1,0%,(1 Vote),925703397
Goonions.com,1,0%,(1 Vote),925703394
Merchantwala.com,5,100%,(2 Votes),925703274
Needybee.com,3.67,67%,(3 Votes),925703136
Shopcherries.com,3.11,56%,(10 Votes),925703101
Stophere.in,1,0%,(1 Vote),925703017
Sarthakdeals.com,1,0%,(2 Votes),925703012
Puppies4sale.in,3.82,64%,(166 Votes),925702992
mydeals247.com,4,100%,(3 Votes),925702884
Handsofluxury.com,1,0%,(1 Vote),925702875
Indiapetshop.com,1,0%,(1 Vote),925702782
Letsbuymobile.com,2.18,40%,"(1,367 Votes)",925702780
letsbuydrink.com,1,0%,(1 Vote),925702649
Toysrent.in,5,100%,(1 Vote),925702609
Permingo.com,2.33,33%,(3 Votes),925696082
Americanswan.com,2.35,38%,(749 Votes),925677274
Shopstroll.com,3,50%,(2 Votes),925677248
Furnituremartindia.com,1.7,26%,(345 Votes),925671981
Giftaperfume.com,4,50%,(2 Votes),925671977
Giffiks.com,1.14,0%,(7 Votes),925671950
Mydesignersales.com,5,100%,(1 Vote),925671930
Planetsportsonline.com,1,0%,(1 Vote),925671905
Justcakespune.com,1,0%,(1 Vote),925671898
Tantghar.com,2,50%,(1 Vote),925670779
Gitanjalishop.com,1,0%,(1 Vote),925670772
Barmonkey.in,4.5,100%,(2 Votes),925670743
Athome.co.in,3.67,67%,(6 Votes),925670533
Liveinsports.com,2,0%,(1 Vote),925670532
ecraftindia.com,5,100%,(1 Vote),925670512
Bookshelf.co.in,3.52,88%,(476 Votes),925670503
Giftxoxo.com,3.41,67%,(951 Votes),925670491
Thedostore.com,1.63,13%,(297 Votes),925670487
Bwitch.in,1.1,0%,(10 Votes),925670440
Babyrepublic.in,1,0%,(1 Vote),925670312
Callin2buy.com,3.67,67%,(3 Votes),925670275
Yuvastyle.com,2.78,44%,(10 Votes),925670232
Bagitgetit.com,0.88,0%,(4 Votes),925670182
Bookbazaarindia.com,2,25%,(4 Votes),925670176
Knocz.com,2.22,44%,(10 Votes),925670174
Grocerywaale.com,3.6,80%,(5 Votes),925670110
Varighty.com,1.7,20%,(5 Votes),925669355
Agnikart.com,5,100%,(2 Votes),925669296
Geraldonline.in,3.97,90%,(202 Votes),925669232
Shopoffice.in,4,83%,(6 Votes),925669183
Mobstyle.in,3,67%,(3 Votes),925668860
Tekkitees.com,5,100%,(2 Votes),925668652
Kingsprivilege.com,3.67,67%,(3 Votes),925668632
Diskounto.com,0,0%,(1 Vote),925668592
Catchin24.in,3,100%,(1 Vote),925668573
Photovatika.com,2.75,50%,(2 Votes),925668571
Shopulsify.com,5,100%,(1 Vote),925668518
Favouriteflorist.com,5,100%,(1 Vote),925668502
Mastibazaar.com,3,67%,(3 Votes),925668431
Groceryatclick.com,4.67,100%,(3 Votes),925668423
Psbazaar.com,1,0%,(1 Vote),925668415
Buyanyperfume.com,3.29,71%,(7 Votes),925668391
Trynbuyindia.com,4.2,90%,(5 Votes),925668298
Exagle.in,5,100%,(2 Votes),925668296
Urbanbrat.com,1.67,33%,(3 Votes),925668278
Carkhana.com,1,0%,(1 Vote),925668277
bookmydabba.com,3.5,100%,(2 Votes),925668216
Mynesthome.com,2.57,61%,(131 Votes),925668116
Vlyke.com,5,100%,(1 Vote),925667972
Myfume.com,3.67,67%,(3 Votes),925667931
Mahagangagold.com,1,0%,(1 Vote),925667864
Ahappydeal.com,2.5,50%,(4 Votes),925667856
Rock.in,4.5,100%,(2 Votes),925667816
Chamakdamak.com,1,0%,(1 Vote),925667813
Softel.in,2.5,50%,(2 Votes),925667810
Gobol.in,3.11,64%,(999 Votes),925667722
Kretazee.com,2.44,40%,(238 Votes),925667673
Theminimall.com,4,100%,(1 Vote),925667655
Mangoshoppers.com,2.79,58%,(250 Votes),925667621
Bachatcity.com,5,100%,(3 Votes),925667558
21diamonds.in,3.42,65%,(131 Votes),925667430
Junglee.com,3.13,63%,"(1,106 Votes)",925667373
Craftykart.com,3,50%,(2 Votes),925667227
Zohraa.com,3.2,66%,(571 Votes),925667201
Digaaz.com,2.87,47%,"(1,391 Votes)",925667186
Letsbid.in,0.5,0%,(1 Vote),925667138
ladyblush.com,3.4,60%,(5 Votes),925667099
Cent2carat.com,3,100%,(1 Vote),925667092
Mirchimart.com,3.71,71%,(143 Votes),925667076
Godaam.com,3.67,67%,(3 Votes),925666997
Storeji.com,1,0%,(2 Votes),925666994
Satvikshop.com,1.31,16%,(392 Votes),925666987
Ezeekart.com,1.75,0%,(2 Votes),925666965
Gamesgarage.in,3.27,85%,(309 Votes),925666964
Smartclues.com,4.6,100%,(5 Votes),925666958
Printvenue.com,1.62,18%,"(3,579 Votes)",925666790
Realfamilybazaar.com,4,100%,(1 Vote),925666786
Kaunsa.com,2.08,30%,"(3,555 Votes)",925666729
Mallofstyle.com,4.67,67%,(3 Votes),925666654
Onlinesalwar.com,2.6,60%,(5 Votes),925666650
Smartas.in,3,100%,(1 Vote),925666647
Urbantrend.in,1.8,20%,(5 Votes),925665288
Myvirtualplaza.com,1.31,14%,(214 Votes),925664929
Drugneed.com,1,17%,(6 Votes),925664819
Fashionara.com,2.22,35%,"(1,593 Votes)",925664784
Zapliving.com,2.67,33%,(4 Votes),925664731
Toptomato.in,3.5,75%,(4 Votes),925664723
Browsecart.com,2.5,50%,(2 Votes),925664678
Middaysale.com,2.83,50%,(4 Votes),925664673
Grabmore.in,2.72,51%,(773 Votes),925664672
Thesurpriser.com,3.38,63%,(8 Votes),925664668
Clickoncart.com,5,100%,(1 Vote),925664582
Delyver.com,1.61,17%,(904 Votes),925664308
Goodbells.com,2,25%,(4 Votes),925664265
Topskin.co.in,1,0%,(1 Vote),925664165
Onelifetees.com,1,0%,(4 Votes),925663866
Indusdiva.com,2.8,40%,(5 Votes),925663785
Yumedeals.com,1.94,29%,(250 Votes),925663763
Allhitdeals.com,2.5,50%,(4 Votes),925663760
Wheyproteinstore.in,3.81,86%,(250 Votes),925663759
Healthadda.com,4.5,100%,(4 Votes),925663758
Printbooth.in,1,0%,(2 Votes),925663737
3gstore.in,1,0%,(2 Votes),925663721
Adahfashions.com,5,100%,(3 Votes),925663700
Dastkari.com,5,100%,(1 Vote),925663547
Okloot.com,2.33,33%,(3 Votes),925663515
Buybazaar.com,4.67,100%,(3 Votes),925663503
Makemygiftz.com,3.14,79%,(7 Votes),925663423
Almostfree.in,2.71,46%,(143 Votes),925663396
Fairdealplaza.com,0.83,0%,(3 Votes),925663388
Ebagsfull.com,1,0%,(7 Votes),925663313
Khaugalideals.com,2.83,54%,(297 Votes),925663308
Goodlife.com,2.55,42%,(238 Votes),925663286
Bidwala.com,1,0%,(1 Vote),925663148
Dealznatch.com,5,100%,(2 Votes),925663087
Patnaflorist.com,1,0%,(1 Vote),925662945
Saltnpepper.com,3.17,67%,(3 Votes),925662910
Tgoclothing.com,4,100%,(5 Votes),925662824
Buyundercover.com,4,100%,(1 Vote),925662665
Inonit.in,3,100%,(1 Vote),925662662
Masticart.com,2.53,48%,(559 Votes),925662434
Localbanya.com,1.99,31%,(618 Votes),925662426
Tupples.com,5,100%,(2 Votes),925662266
Yzury.com,4.38,90%,(369 Votes),925662241
Snapbid.in,2.36,43%,(166 Votes),925660710
Zansaar.com,2.7,45%,(844 Votes),925660692
Rationmart.com,2,0%,(1 Vote),925660685
Shersingh.com,1,0%,(3 Votes),925660658
Gizmo.bz,4.38,94%,(202 Votes),925660645
Flowersfloristsgifts.com,2,0%,(2 Votes),925660626
Stackkart.Com,1.44,18%,(131 Votes),925660615
Boundless.in,1,0%,(1 Vote),925660569
Buyatbrands.com,2.42,51%,"(1,462 Votes)",925660495
Amchiemumbai.com,1,0%,(1 Vote),925660476
Carrymart.com,5,100%,(1 Vote),925660474
Bhaap.com,1.88,27%,"(2,865 Votes)",925660443
Postervilla.in,4,100%,(1 Vote),925660411
Heavenandhome.com,1.38,13%,(8 Votes),925660352
Easyration.com,2.08,33%,(6 Votes),925660231
Styleos.com,2,33%,(3 Votes),925660216
Urbantouch.com,3.2,70%,(262 Votes),925660210
Makeupshades.com,1.5,0%,(2 Votes),925660209
Offerbean.com,2.38,46%,(226 Votes),925660204
Ghadiwala.com,3.8,75%,(690 Votes),925660151
Hoopos.com,3.33,60%,(262 Votes),925660108
Cronora.in,0.5,0%,(8 Votes),925660101
Medplusbeauty.com,2.44,41%,(392 Votes),925660094
Basecamp.in,2,0%,(1 Vote),925660059
Familykart.com,5,100%,(1 Vote),925659976
A1bangaloreflowers.com,3.09,58%,(214 Votes),925659910
Ordervegetableonline.com,4,100%,(2 Votes),925659235
Oyhoy.com,3.83,83%,(3 Votes),925659228
Delhiroses.com,4,100%,(1 Vote),925644386
Allschoolstuff.com,1.47,15%,"(1,581 Votes)",925643951
Mybabycart.com,2.78,47%,(380 Votes),925643940
Lushtrip.com,4,100%,(1 Vote),925643864
Grocbay.com,3,50%,(2 Votes),925643855
Menzkart.com,4.2,100%,(5 Votes),925643846
Hushbabies.com,2.49,39%,"(1,391 Votes)",925642756
Freecultr.com,2.83,51%,"(1,034 Votes)",925642413
Ncarry.com,1.31,8%,(155 Votes),925642197
Geniemart.in,4.06,100%,(214 Votes),925641863
Govasool.com,3.75,75%,(4 Votes),925641861
Tiffly.com,4,100%,(1 Vote),925641807
Ofasio.com,4,100%,(1 Vote),925641793
Digitalkitchenstore.com,5,100%,(1 Vote),925641781
Watchkart.com,3.1,58%,"(1,248 Votes)",925641751
100bestbuy.com,1.46,13%,"(11,807 Votes)",925641673
Gogappa.com,3.47,73%,(178 Votes),925641574
Getmymeal.in,2,0%,(1 Vote),925641475
Fetise.com,2.86,50%,(178 Votes),925641450
Violetbag.com,3.81,73%,(606 Votes),925641048
Buzzmart.com,5,100%,(1 Vote),925641037
Greendust.com,2.59,49%,"(2,996 Votes)",925641012
Bollyretails.com,3,100%,(1 Vote),925640964
Mygrahak.com,2.6,45%,(606 Votes),925640864
Soldinsixty.com,1.31,14%,(238 Votes),925640221
Retailmart.com,1.58,21%,(190 Votes),925633675
Nothingbutcostumes.com,4,80%,(5 Votes),925633656
Theprivatesales.com,3.08,52%,(380 Votes),925631954
Digitalgiftstore.com,4.59,97%,(190 Votes),925631874
Ishop.goo2o.com,3.9,77%,(226 Votes),925631061
Bestylish.com,1.75,19%,(939 Votes),925628852
Fashnvia.com,0.93,0%,(7 Votes),925628851
Allforyourwedding.com,4.42,92%,(155 Votes),925626292
Connectindia.in,1.16,6%,(571 Votes),925617270
Rightflorist.in,1.16,3%,(464 Votes),925617250
Letsshop.in,3.23,63%,(178 Votes),925617245
Sanginionline.com,1,0%,(1 Vote),925617237
Onebazaar.com,1.32,22%,(202 Votes),925616448
HealthSuperstore.com,3.61,72%,(9 Votes),925616446
Droppedpin.net,1.92,42%,(6 Votes),925616330
Baggitindia.com,2.67,44%,(9 Votes),925616040
Sakhifashions.com,3.78,67%,(214 Votes),925615488
Taggle.com,2.5,25%,(5 Votes),925615438
Puntercalls.com,2.75,53%,(10 Votes),925614979
Aajkacatch.com,3.75,100%,(4 Votes),925614940
Flyrr.in,4,100%,(1 Vote),925614939
Letsbuy.com,2.3,39%,"(9,738 Votes)",925603498
Rourkelaflowers.com,1,0%,(1 Vote),925602766
Roopit.com,4,100%,(1 Vote),925602619
Foodkamood.com,4,100%,(1 Vote),925598149
Buytheprice.com,2.37,36%,(904 Votes),925597771
Inkfruit.com,2.26,34%,(809 Votes),925593077
Deals2mint.com,1,0%,(1 Vote),925593008
Playgroundonline.com,1.85,27%,(725 Votes),925591218
Eshop.webindia123.com,1,0%,(1 Vote),925588804
Skarnival.com,5,100%,(2 Votes),925107350
in.88db.com,1.67,33%,(4 Votes),925106620
Acousticsforyou.com,3,67%,(3 Votes),925104462
Mydarbuka.com,5,100%,(1 Vote),925104297
Prodigitalmall.com,3.38,63%,(4 Votes),925103821
Flowersinstead.com,4,100%,(3 Votes),925103774
Indiacardsgallery.com,2.5,50%,(2 Votes),925103145
Indianroots.in,2.56,52%,"(1,403 Votes)",925094745
Ngpay.com,2.93,61%,(333 Votes),925080339
Storeguru.com,1,0%,(2 Votes),925080291
Deals4all.net,1.4,20%,(5 Votes),925076399
Mumbaionlineflorist.com,1,0%,(155 Votes),925076389
Shopping.indiatimes.com,1.48,16%,"(16,087 Votes)",925076355
Itasveer.com,2.11,37%,(464 Votes),925075043
Sadhrta.com,1.67,33%,(8 Votes),925073208
Mginger.com,1.6,20%,"(1,284 Votes)",925073177
Cafegagdets.in,4,100%,(1 Vote),925073175
lgezbuy.com,1,0%,(2 Votes),925071534
Futurebazaar.com,1.58,18%,"(2,877 Votes)",925069969
Bigshoebazaar.com,2.49,45%,(999 Votes),925062337
RenukaSilks.com,1.8,20%,(5 Votes),925062141
Sifymall.com,1.76,22%,(297 Votes),925048570
KeepSakeMagic.net,5,100%,(1 Vote),925044800
Theluxuryplace.com,5,100%,(1 Vote),925043233
DrugStore.com,3.2,60%,(5 Votes),925043225
BatchMatesGifts.com,1,0%,(1 Vote),925041039
Shop2India.com,4,100%,(1 Vote),925040841
DvdMovieBox.com,3,0%,(1 Vote),925040749
Iphonestore.somee.com,2.62,46%,(464 Votes),925918569
Dealinmart.com,1.62,16%,(809 Votes),925913602
Pvcaadhaar.in,2.4,40%,(5 Votes),925868356
Chupchaplelo.com,1.24,5%,(499 Votes),925830156
Askmegrocery.com,2.24,35%,(987 Votes),925786939
Ebazar.ninja,1.16,3%,"(2,723 Votes)",925774444
PepperTap.com,3.44,67%,"(1,534 Votes)",925758552
BookMyOffer.com,1.08,5%,"(7,348 Votes)",925754730
Bigsop.com,1.2,24%,(571 Votes),925677294
Askmebazaar.com,1.47,13%,"(20,094 Votes)",925669326
Tradus.com,1.98,27%,"(9,369 Votes)",925667666
Samaan.com,4.5,91%,(273 Votes),925640232
Timtara.com,1.06,1%,"(10,428 Votes)",925617246
EasyBuyStore.com,1.7,20%,(10 Votes),925040299
InkToday.com,3.67,67%,(3 Votes),925039567
YouCanSave.com,1.44,11%,(9 Votes),925038875
FingerHut.com,2.33,33%,(3 Votes),925036830
LookForGreen.com,3.5,100%,(2 Votes),925033924
EasyBuyMusic.com,2.57,43%,(7 Votes),925028711
InterTeddy.com,4,75%,(4 Votes),925028335
SmarterKids.com,5,100%,(1 Vote),925022664
ClicknOrder.com,2.2,40%,(5 Votes),925020637
FirstandSecond.com,1.61,13%,(820 Votes),925011761
